ST004D01T,ZST016Q01NA_1,ZST185Q01HA_1,ZAGE_1,ZESCS_1,ZICTRES_1,ZDISCLIMA_1,ZTEACHSUP_1,ZDIRINS_1,ZPERFEED_1,ZEMOSUPS_1,ZSTIMREAD_1,ZADAPTIVITY_1,ZTEACHINT_1,ZJOYREAD_1,ZPERCOMP_1,ZPERCOOP_1,ZATTLNACT_1,ZCOMPETE_1,ZWORKMAST_1,ZGFOFAIL_1,ZEUDMO_1,ZSWBP_1,ZRESILIENCE_1,ZMASTGOAL_1,ZBELONG_1,ZBEINGBULLIED_1
2,-.847932504487511,.444148176462059,-1.56110721713749,1.80362275803421,1.74133124932079,1.29118921929124,1.29260454556774,-.233752400711855,.837576739202262,1.28488062062113,-.228525385197619,-.0800738120931117,.417339093380918,-.264003434260156,1.95204624848482,.861478341561719,-.875157966036537,.389968668136624,.223080798225895,.0878724801391832,-.279597591028417,-1.57439707625864,-.508529693932971,.674535692962482,-.502631847881111,.679829996144224
2,.314032422880047,.444148176462059,.171332597551654,.0801608963817531,-.744134374419447,1.29118921929124,1.29260454556774,.92956643380546,2.38988475985896,-.906939056155984,1.9390375907395,.212511373534144,2.09834438094075,1.2049987129058,-.253758488356742,.474394588833076,.9502875273098,-.0677460554828712,-.964705288293963,-.346101609922132,.0910243552097211,-.487815339016192,.230391248959259,-.748898394271709,1.53799297022021,.679829996144224
1,1.08867570779175,.444148176462059,1.03755250489622,-.162452360657185,-.316611627345755,1.29118921929124,1.29260454556774,1.63745410911829,-.857951404604626,-.909905919410206,1.9390375907395,.890387307267621,2.09834438094075,2.14289794781428,.213298274312724,1.51912226692319,.9502875273098,-.0677460554828712,.011709781374697,-.537948305067042,.681838129584898,1.44889102943716,.175110115810659,2.23498593450886,1.00679129869641,-.583634299197107
1,-.847932504487511,1.60677702637451,.171332597551654,.777742778298698,-.00564216372857738,1.29118921929124,.720053955469047,.20525077665257,-.527760918955767,-1.21203149413177,-.00611974651435992,.4970585046112,-1.00776138341894,1.34522543163533,.213298274312724,1.51912226692319,.9502875273098,1.03772868635837,-.88340135946882,.752695066006737,2.20363118479369,-.487815339016192,.988941768881222,1.18021028970164,-.545210321654077,.679829996144224
1,-2.00989743185507,-.718480673450388,.483171764195699,-.328045536096459,-1.49781346589162,.281175690847351,-.484774472425491,-1.25129763733517,-.527760918955767,-.909905919410206,-.256573868150989,-.0830746857918527,.370477543639841,.366044931675112,-.674920085410314,-.290151703588775,-.875157966036537,1.44944392291712,.655613859956822,.752695066006737,-1.02331092456791,-1.33709396984774,-2.70502631064923,.912189279829235,-.354094729451756,-.583634299197107
2,.7013540653359,.444148176462059,.171332597551654,1.41357105907591,.647393709867495,.13244365365632,-.282428944574939,-.533315659927841,.617690512665476,-.788956794079772,.516791193633981,-.182425040032316,-.429836227590392,-.0106697516444913,1.06879226649948,.474394588833076,-.176906995780803,.915988664568299,.011709781374697,.80308117605029,-1.11365131013068,.497034852608035,-.271277076427654,.639815260515747,-.627875399233653,.679829996144224
1,.7013540653359,1.60677702637451,.483171764195699,-.220905101156929,-.744134374419447,.601378506148124,.384127139725367,.205943522874741,-.0821069478565736,-1.11432279762607,.507672958892956,1.36988405470218,2.09834438094075,.661215232684011,1.67576343030703,1.17839526791073,.9502875273098,.627500502183042,1.2080390198018,.464187151384968,2.20363118479369,.911152038305498,-.746100628903635,.315723343318913,.218060283258255,.679829996144224
1,-.0732892195758056,.444148176462059,-.383048143148871,.830419012678468,.290863603906406,.422982747849501,.327619969730141,-.665828115854568,.837576739202262,.619907669908259,.0217305139446401,.5938366813956,-.673821905046655,.522839691759488,-.253758488356742,.474394588833076,-.156166867951424,.389968668136624,.011709781374697,.0878724801391832,-.279597591028417,.911152038305498,.106671860761048,-.135434992324777,-.632425770476565,-.583634299197107
1,.314032422880047,1.60677702637451,-.972077680143179,1.10892912917725,-.541642630668727,-.302899877023751,-.484774472425491,-.533315659927841,-.36720579530901,-.792220343659416,-.256573868150989,-.894918195361985,-.0592224928989985,-.185328377547217,.324946116495316,-.606193974207291,-.875157966036537,-.157861429918678,-.88340135946882,-.612367957139738,-.00620988665453218,-1.04279158787735,.106671860761048,.465073024380837,-.739251152512556,-.583634299197107
2,.7013540653359,.444148176462059,.760362134545962,2.01652826931327,.796972432483354,.477349010227877,-.0317822511953784,-.620700647667423,-.36720579530901,.894836998132794,-.225452936534883,-.0830746857918527,.504338579204571,.997111445403136,1.06879226649948,-1.02253010192246,-.176906995780803,-.0068760445878376,.787600757400236,-.346101609922132,-.279597591028417,.336717780719028,.158875925077961,.350029203437926,-.0529034900399341,-.583634299197107
1,-.0732892195758056,.444148176462059,1.62658204189053,2.3522533035718,2.48102876801018,1.29118921929124,1.29260454556774,1.63745410911829,.617690512665476,.619907669908259,.622344671886063,.212511373534144,2.09834438094075,.367988668370373,.213298274312724,.474394588833076,.9502875273098,.627500502183042,1.06731698950941,.226170757078811,-.279597591028417,.497034852608035,.135002115176934,-.372259434536086,-.0529034900399341,.679829996144224
2,-.460610862031658,1.60677702637451,.760362134545962,.612149602859424,-.744134374419447,1.29118921929124,.0935930322315297,.205943522874741,-.026490487930094,-.909905919410206,-.361037122684036,.215405073172216,-.379612871020063,-.418484222088269,1.06879226649948,1.51912226692319,.303258387905409,-.530615894031588,-.88340135946882,.752695066006737,2.20363118479369,.911152038305498,-.204536514526561,-.748898394271709,.0235860837099745,-.583634299197107
1,.314032422880047,.444148176462059,-.694887309792916,.551633824459689,.647393709867495,1.29118921929124,1.29260454556774,-.0810513405961409,-.0821069478565736,1.28488062062113,1.9390375907395,-1.01795401701037,2.09834438094075,2.14289794781428,-.253758488356742,1.51912226692319,.9502875273098,-.774690758565094,1.85271102215087,1.59186624185763,1.3658733040966,.336717780719028,2.40004309276459,-.135434992324777,1.01697546290673,-.583634299197107
2,1.47599735024761,1.60677702637451,.760362134545962,.419874470580265,.323286389066491,.477349010227877,1.29260454556774,-.0811503043421654,1.1081265683808,1.28488062062113,6.60213531744968E-16,-3.55473990520501E-15,1.13101677156873E-16,-.848235149521418,2.43308431988496,1.51912226692319,.9502875273098,2.18414693715669,.787600757400236,.0878724801391832,1.18611857336977,-.487815339016192,3.16984082979548,2.23498593450886,.724559939463387,-.583634299197107
